streptococcus_initial_strain_cfu_ml,lactobacillus_initial_strain_cfu_ml,ideal_temperature_c,minimum_milk_proteins,titratable_acidity,pH_milk_sour_,fat_milk_over_100mg_,quality_product,lactobacillus_final_cfu_ml,streptococcus_final_cfu_ml,quality_product_
5.149,4.126,41.523999999999994,2.611,1.041,4.416,2.9455,Low fat yogurt,6.92,8.64,0
5.547000000000001,5.645,41.153,2.676,1.004,4.457,2.2865,Low fat yogurt,9.47,9.31,0
4.9110000000000005,5.952999999999999,41.013999999999996,2.511,1.02,4.573,3.2321,Low fat yogurt,9.99,8.24,0
4.882,4.188,41.975,2.605,0.9940000000000001,4.561,2.9017,Low fat yogurt,7.03,8.19,0
5.162999999999999,4.986000000000001,41.027,2.427,0.988,4.4830000000000005,1.7381,Low fat yogurt,8.37,8.66,0
5.3870000000000005,4.869,41.871,2.4,1.114,4.438,1.8969999999999998,Low fat yogurt,8.17,9.04,0
4.666,4.532,41.782,2.589,0.972,4.444,2.6547,Low fat yogurt,7.6,7.83,0
4.855,5.716,40.14,2.605,1.1320000000000001,4.442,1.3166,Low fat yogurt,9.59,8.15,0
4.532,4.044,41.88399999999999,2.562,1.1520000000000001,4.493,1.389,Low fat yogurt,6.78,7.6,0
5.143,5.558,41.336999999999996,2.463,1.105,4.51,1.6749,Low fat yogurt,9.32,8.63,0
5.895,5.357,41.934,2.696,1.074,4.404,1.6551,Low fat yogurt,8.99,9.89,0
4.221,4.178999999999999,40.605,2.548,1.138,4.466,1.7947,Low fat yogurt,7.01,7.08,0
4.147,5.053,41.416000000000004,2.512,1.051,4.43,3.2751,Regular yogurt,8.48,6.96,2
5.527,4.824,41.504,2.425,1.071,4.497,2.4531,Low fat yogurt,8.09,9.27,0
5.393,4.934,40.384,2.582,0.951,4.4430000000000005,3.5157,Regular yogurt,8.28,9.05,2
5.817,5.3420000000000005,41.273,2.6210000000000004,1.079,4.535,3.9082,Regular yogurt,8.96,9.76,2
4.539,4.064,41.338,2.593,1.0390000000000001,4.439,3.8897,Regular yogurt,6.82,7.62,2
4.365,5.843,41.718999999999994,2.58,1.018,4.556,1.557,Low fat yogurt,9.8,7.32,0
5.619,4.405,40.191,2.6489999999999996,1.0170000000000001,4.462,3.2535,Regular yogurt,7.39,9.43,2
5.581,5.971,41.505,2.5,1.084,4.529,2.6884,Low fat yogurt,10.02,9.36,0
4.878,4.06,41.183,2.5810000000000004,1.026,4.409,1.6383,Low fat yogurt,6.81,8.18,0
4.521,5.545,40.385999999999996,2.5140000000000002,1.1740000000000002,4.593,2.9668,Low fat yogurt,9.3,7.58,0
4.543,4.912,40.841,2.66,1.181,4.401,2.9989,Low fat yogurt,8.24,7.62,0
5.492000000000001,5.685,40.917,2.585,1.044,4.588,3.3748,Regular yogurt,9.54,9.21,2
5.162000000000001,4.458,40.384,2.533,1.145,4.423,1.5456,Low fat yogurt,7.48,8.66,0
4.061,5.892,41.108999999999995,2.595,1.026,4.492,2.5685,Low fat yogurt,9.89,6.81,0
5.702000000000001,4.163,40.6,2.515,1.055,4.484,1.2401,Low fat yogurt,6.98,9.57,0
5.968,4.0089999999999995,40.483000000000004,2.498,1.17,4.426,1.5716,Low fat yogurt,6.73,10.01,0
4.6,4.577,40.469,2.457,1.067,4.435,3.6010000000000004,Regular yogurt,7.68,7.72,2
4.186,5.9479999999999995,41.558,2.5860000000000003,1.14,4.562,1.0424,Non fat yogurt,9.98,7.02,1
5.0360000000000005,5.757999999999999,40.998000000000005,2.463,1.02,4.48,1.8288,Low fat yogurt,9.66,8.45,0
5.447,4.037,40.931,2.62,1.159,4.4430000000000005,3.819,Regular yogurt,6.77,9.14,2
4.933,4.998,40.904,2.412,1.025,4.529,3.4072,Regular yogurt,8.39,8.28,2
4.019,4.055,41.743,2.655,1.047,4.433,1.4886,Low fat yogurt,6.8,6.74,0
5.1,5.345,41.581,2.4930000000000003,1.089,4.412,2.0325,Low fat yogurt,8.97,8.56,0
5.483,5.377999999999999,40.118,2.5610000000000004,1.115,4.542,3.3966,Regular yogurt,9.02,9.2,2
5.971,4.2860000000000005,40.414,2.625,1.013,4.4239999999999995,3.6824,Regular yogurt,7.19,10.02,2
5.695,5.506,40.248000000000005,2.415,0.961,4.504,1.5534,Low fat yogurt,9.24,9.55,0
4.592,5.925,40.161,2.552,1.183,4.558,3.3663,Regular yogurt,9.94,7.7,2
4.615,5.156000000000001,41.431000000000004,2.449,1.124,4.435,2.0224,Low fat yogurt,8.65,7.74,0
5.251,5.721,41.891000000000005,2.506,1.07,4.5569999999999995,1.3858,Low fat yogurt,9.6,8.81,0
4.2860000000000005,4.176,40.744,2.535,0.978,4.414,3.9422,Regular yogurt,7.01,7.19,2
4.337,5.184,41.95,2.476,0.9620000000000001,4.4030000000000005,2.3619,Low fat yogurt,8.7,7.28,0
4.482,4.988,40.173,2.441,1.016,4.476,1.4175,Low fat yogurt,8.37,7.52,0
4.888999999999999,4.581,41.651,2.43,1.182,4.523,3.1908,Low fat yogurt,7.69,8.2,0
4.676,5.684,40.844,2.571,1.022,4.436,3.7145,Regular yogurt,9.54,7.85,2
5.202000000000001,5.371,41.693999999999996,2.412,1.139,4.596,1.3025,Low fat yogurt,9.01,8.73,0
5.266,5.145,41.755,2.447,1.048,4.453,2.9881,Low fat yogurt,8.63,8.83,0
4.354,4.391,40.399,2.4530000000000003,1.119,4.445,2.9059,Low fat yogurt,7.37,7.3,0
4.535,4.2860000000000005,40.513000000000005,2.697,0.993,4.529,2.5646,Low fat yogurt,7.19,7.61,0
4.378,4.458,40.163000000000004,2.471,1.121,4.49,1.4342,Low fat yogurt,7.48,7.35,0
4.482,4.265,40.391999999999996,2.688,1.137,4.544,2.9125,Low fat yogurt,7.16,7.52,0
5.557,5.986000000000001,40.463,2.6289999999999996,1.046,4.417,3.5832,Regular yogurt,10.04,9.32,2
4.604,5.138,41.208,2.69,1.069,4.523,2.0829,Low fat yogurt,8.62,7.72,0
5.289,5.127000000000001,40.481,2.434,1.112,4.492,3.0314,Low fat yogurt,8.6,8.87,0
5.075,5.93,40.14,2.423,1.1740000000000002,4.548,3.8922,Regular yogurt,9.95,8.51,2
5.756,5.335,40.624,2.6839999999999997,1.189,4.584,1.0792,Non fat yogurt,8.95,9.66,1
4.156000000000001,5.178999999999999,41.418,2.454,1.001,4.481,3.4667,Regular yogurt,8.69,6.97,2
4.734,5.013,41.3,2.67,1.001,4.591,2.2097,Low fat yogurt,8.41,7.94,0
5.242999999999999,4.708,41.941,2.658,1.143,4.463,1.2587,Low fat yogurt,7.9,8.8,0
4.105,4.338,40.622,2.427,1.051,4.52,3.5563,Regular yogurt,7.28,6.89,2
4.368,4.569,41.687,2.6719999999999997,0.9520000000000001,4.58,1.4174,Low fat yogurt,7.67,7.33,0
5.267,4.436,41.675,2.454,1.003,4.463,3.7899,Regular yogurt,7.44,8.84,2
5.626,4.4319999999999995,41.651,2.44,1.0959999999999999,4.462,1.9536,Low fat yogurt,7.44,9.44,0
5.933,4.742,41.693999999999996,2.548,1.137,4.552,1.1902,Low fat yogurt,7.96,9.95,0
5.091,5.865,40.361,2.467,1.138,4.545,3.5355,Regular yogurt,9.84,8.54,2
4.619,4.752,41.696999999999996,2.529,0.971,4.473,2.1538,Low fat yogurt,7.97,7.75,0
4.883,4.611000000000001,40.009,2.515,1.101,4.487,1.3738,Low fat yogurt,7.74,8.19,0
4.456,5.506,40.613,2.6830000000000003,1.122,4.538,3.6606,Regular yogurt,9.24,7.48,2
5.8660000000000005,5.061,40.131,2.56,1.083,4.447,1.7259,Low fat yogurt,8.49,9.84,0
5.457000000000001,5.207999999999999,40.15,2.535,1.0390000000000001,4.459,1.5237,Low fat yogurt,8.74,9.16,0
4.513,5.148,41.036,2.51,1.103,4.502,3.3826,Regular yogurt,8.64,7.57,2
4.895,4.024,41.528999999999996,2.625,1.032,4.487,2.1283,Low fat yogurt,6.75,8.21,0
5.768,4.493,40.023,2.682,1.043,4.567,3.3959,Regular yogurt,7.54,9.68,2
4.622,4.927,40.05,2.563,1.023,4.519,1.2915,Low fat yogurt,8.27,7.75,0
5.859,4.952,40.075,2.562,1.094,4.587,3.3811,Regular yogurt,8.31,9.83,2
5.148,5.461,41.44,2.6689999999999996,1.025,4.587,3.8427,Regular yogurt,9.16,8.64,2
5.048,4.569,41.873000000000005,2.613,1.016,4.545,1.8801,Low fat yogurt,7.67,8.47,0
4.946000000000001,4.251,41.028999999999996,2.65,0.971,4.565,3.1744,Low fat yogurt,7.13,8.3,0
5.056,5.8420000000000005,40.574,2.474,0.992,4.548,2.3506,Low fat yogurt,9.8,8.48,0
4.348,4.234,41.035,2.403,1.1059999999999999,4.492,1.7507,Low fat yogurt,7.1,7.29,0
5.3629999999999995,5.004,41.988,2.522,0.998,4.5489999999999995,1.3649,Low fat yogurt,8.4,9.0,0
5.051,5.6339999999999995,40.949,2.425,1.036,4.439,3.8848,Regular yogurt,9.45,8.47,2
5.566,5.8260000000000005,41.629,2.64,1.185,4.45,1.4347,Low fat yogurt,9.77,9.34,0
4.928,5.0569999999999995,40.128,2.673,1.146,4.581,2.6775,Low fat yogurt,8.48,8.27,0
5.124,5.244,40.858000000000004,2.4459999999999997,1.141,4.527,3.0581,Low fat yogurt,8.8,8.6,0
5.064,5.704,40.395,2.68,1.0070000000000001,4.5569999999999995,1.3771,Low fat yogurt,9.57,8.5,0
5.317,4.985,40.294000000000004,2.437,1.078,4.406000000000001,1.0613,Non fat yogurt,8.36,8.92,1
5.931,5.1160000000000005,41.986999999999995,2.595,1.058,4.43,1.6031,Low fat yogurt,8.58,9.95,0
4.083,4.572,40.978,2.536,1.107,4.468999999999999,3.4258,Regular yogurt,7.67,6.85,2
5.917999999999999,4.242,40.902,2.533,1.139,4.433,2.1551,Low fat yogurt,7.12,9.93,0
5.443,4.76,41.816,2.469,1.115,4.5680000000000005,1.9256,Low fat yogurt,7.99,9.13,0
5.529,4.422,40.561,2.6189999999999998,1.0659999999999998,4.441,2.8152,Low fat yogurt,7.42,9.28,0
4.232,5.237,41.012,2.653,1.026,4.485,3.6194,Regular yogurt,8.79,7.1,2
5.178999999999999,4.672,41.409,2.53,1.0979999999999999,4.415,2.1135,Low fat yogurt,7.84,8.69,0
5.16,4.461,41.126000000000005,2.52,1.021,4.447,3.8907,Regular yogurt,7.48,8.66,2
4.74,5.898,40.468,2.509,1.185,4.444,2.5096,Low fat yogurt,9.9,7.95,0
4.168,5.694,41.111999999999995,2.653,0.996,4.524,3.7068,Regular yogurt,9.55,6.99,2
4.005,5.2379999999999995,40.848,2.5789999999999997,1.094,4.585,2.0797,Low fat yogurt,8.79,6.72,0
5.3660000000000005,5.896,40.53,2.522,0.9690000000000001,4.497,3.1503,Low fat yogurt,9.89,9.0,0
5.1370000000000005,4.856,41.526,2.636,1.054,4.553999999999999,1.7378,Low fat yogurt,8.15,8.62,0
5.742000000000001,4.371,41.229,2.697,1.165,4.534,1.2055,Low fat yogurt,7.33,9.63,0
5.721,5.266,40.491,2.569,1.178,4.5680000000000005,2.9466,Low fat yogurt,8.83,9.6,0
5.526,5.644,41.162,2.645,1.138,4.572,2.3239,Low fat yogurt,9.47,9.27,0
5.318,4.915,41.865,2.623,1.11,4.507,1.5822,Low fat yogurt,8.25,8.92,0
4.63,5.872999999999999,40.945,2.697,1.183,4.518,1.8207,Low fat yogurt,9.85,7.77,0
5.345,4.678999999999999,40.208,2.443,0.968,4.515,2.7361,Low fat yogurt,7.85,8.97,0
4.506,4.224,41.858000000000004,2.667,1.055,4.414,1.3414,Low fat yogurt,7.09,7.56,0
4.004,4.979,40.818000000000005,2.497,1.097,4.565,2.7719,Low fat yogurt,8.35,6.72,0
5.921,5.728,40.313,2.528,1.188,4.535,1.4744,Low fat yogurt,9.61,9.93,0
4.785,5.912000000000001,41.603,2.5610000000000004,1.002,4.537,2.3149,Low fat yogurt,9.92,8.03,0
5.132999999999999,5.19,40.703,2.5540000000000003,1.1059999999999999,4.542,3.2106,Low fat yogurt,8.71,8.61,0
5.63,5.301,41.868,2.426,1.097,4.486000000000001,2.904,Low fat yogurt,8.89,9.45,0
4.662,5.801,41.89,2.498,1.171,4.4430000000000005,1.6531,Low fat yogurt,9.73,7.82,0
5.903,4.23,41.031000000000006,2.403,1.053,4.569,3.3423,Regular yogurt,7.1,9.9,2
5.265,5.972,40.816,2.437,1.114,4.488,2.6686,Low fat yogurt,10.02,8.83,0
4.85,4.203,41.972,2.602,1.117,4.474,1.9966,Low fat yogurt,7.05,8.14,0
4.343,4.157,40.116,2.522,1.0590000000000002,4.5489999999999995,2.9072,Low fat yogurt,6.97,7.29,0
4.062,5.05,41.75,2.668,0.955,4.494,3.4756,Regular yogurt,8.47,6.81,2
4.196000000000001,4.746,40.053000000000004,2.589,1.126,4.428,2.5144,Low fat yogurt,7.96,7.04,0
4.463,4.348,41.868,2.6239999999999997,1.138,4.425,3.5826,Regular yogurt,7.29,7.49,2
4.166,5.276,41.227,2.633,0.968,4.457,3.3731,Regular yogurt,8.85,6.99,2
5.925,4.244,40.056999999999995,2.574,1.0,4.5969999999999995,3.1215,Low fat yogurt,7.12,9.94,0
4.9030000000000005,5.567,40.149,2.4130000000000003,1.0270000000000001,4.485,3.4302,Regular yogurt,9.34,8.23,2
5.647,4.129,41.955,2.4290000000000003,1.062,4.518,1.3168,Low fat yogurt,6.93,9.47,0
5.4639999999999995,4.524,40.427,2.62,0.961,4.559,1.7755,Low fat yogurt,7.59,9.17,0
5.938,5.523,40.015,2.585,1.067,4.51,1.4054,Low fat yogurt,9.27,9.96,0
5.1,4.099,41.483000000000004,2.5860000000000003,1.114,4.538,3.8038,Regular yogurt,6.88,8.56,2
5.956,4.209,41.526,2.443,1.1420000000000001,4.407,2.262,Low fat yogurt,7.06,9.99,0
5.445,5.614,41.989,2.6689999999999996,1.103,4.5760000000000005,1.1018,Low fat yogurt,9.42,9.14,0
4.082,4.592,40.1,2.509,1.087,4.537,3.9291,Regular yogurt,7.7,6.85,2
5.903,4.904,40.542,2.657,1.089,4.4510000000000005,2.6439,Low fat yogurt,8.23,9.9,0
5.319,5.053,41.983999999999995,2.441,1.151,4.487,2.3823,Low fat yogurt,8.48,8.92,0
4.273,4.558,40.765,2.556,0.956,4.496,3.1207,Low fat yogurt,7.65,7.17,0
4.69,4.3660000000000005,40.41,2.503,0.968,4.465,2.6531,Low fat yogurt,7.32,7.87,0
5.352,4.971,40.875,2.58,1.03,4.564,2.7514,Low fat yogurt,8.34,8.98,0
5.32,5.667000000000001,41.123999999999995,2.573,1.056,4.465,1.0731,Non fat yogurt,9.51,8.93,1
4.938,4.098,40.739000000000004,2.503,1.012,4.583,3.8249,Regular yogurt,6.88,8.28,2
4.315,5.047,41.53,2.459,1.112,4.4639999999999995,3.0558,Low fat yogurt,8.47,7.24,0
5.987,4.001,41.886,2.468,1.003,4.515,1.0636,Non fat yogurt,6.71,10.04,1
5.909,5.365,41.373000000000005,2.6039999999999996,1.1079999999999999,4.596,1.0437,Non fat yogurt,9.0,9.91,1
4.2219999999999995,5.877999999999999,41.326,2.523,1.187,4.505,1.7556,Low fat yogurt,9.86,7.08,0
4.376,4.476,40.469,2.4730000000000003,1.1420000000000001,4.43,3.7233,Regular yogurt,7.51,7.34,2
4.0680000000000005,5.306,40.779,2.529,1.047,4.493,2.3583,Low fat yogurt,8.9,6.82,0
5.2139999999999995,5.506,41.383,2.636,1.018,4.49,2.6516,Low fat yogurt,9.24,8.75,0
4.7010000000000005,4.258,41.078,2.448,0.9570000000000001,4.5089999999999995,3.6736,Regular yogurt,7.14,7.89,2
4.697,5.35,40.747,2.498,1.02,4.412,1.8230000000000002,Low fat yogurt,8.98,7.88,0
5.337000000000001,4.055,41.967,2.449,1.056,4.455,3.9218,Regular yogurt,6.8,8.95,2
4.588,5.765,41.119,2.6910000000000003,1.074,4.427,3.5388,Regular yogurt,9.67,7.7,2
5.178,4.66,41.768,2.614,1.117,4.478,1.7214,Low fat yogurt,7.82,8.69,0
5.428999999999999,4.088,41.791000000000004,2.6010000000000004,0.9740000000000001,4.518,1.6833,Low fat yogurt,6.86,9.11,0
4.612,5.835,40.067,2.542,0.9890000000000001,4.495,2.5715,Low fat yogurt,9.79,7.74,0
4.96,5.654,40.88,2.454,1.015,4.513999999999999,3.3863,Regular yogurt,9.49,8.32,2
4.16,5.4,40.566,2.642,1.102,4.502,1.1921,Low fat yogurt,9.06,6.98,0
5.2620000000000005,4.271,41.753,2.464,0.963,4.511,1.7374,Low fat yogurt,7.17,8.83,0
5.42,4.762,40.126999999999995,2.42,0.9790000000000001,4.468,1.9468,Low fat yogurt,7.99,9.09,0
5.46,5.5760000000000005,41.544,2.667,0.988,4.534,2.5396,Low fat yogurt,9.35,9.16,0
4.281000000000001,4.508,40.358000000000004,2.541,1.133,4.457,2.5264,Low fat yogurt,7.56,7.18,0
4.865,4.171,41.74100000000001,2.485,1.031,4.438,1.1963,Low fat yogurt,7.0,8.16,0
4.53,4.308,40.299,2.436,0.965,4.468999999999999,1.325,Low fat yogurt,7.23,7.6,0
4.187,4.782,40.431999999999995,2.595,1.0090000000000001,4.574,3.5214,Regular yogurt,8.02,7.02,2
5.267,4.059,40.312,2.4659999999999997,0.961,4.456,2.2994,Low fat yogurt,6.81,8.84,0
5.024,4.707,40.708,2.638,0.995,4.458,2.1921,Low fat yogurt,7.9,8.43,0
4.4719999999999995,5.641,41.913000000000004,2.593,1.127,4.4,3.4246,Regular yogurt,9.46,7.5,2
4.488,4.235,41.744,2.489,1.12,4.593999999999999,3.1838,Low fat yogurt,7.11,7.53,0
4.137,5.532,40.525999999999996,2.513,1.028,4.564,3.5881,Regular yogurt,9.28,6.94,2
4.809,5.354,40.821999999999996,2.633,0.9640000000000001,4.574,1.3054,Low fat yogurt,8.98,8.07,0
5.625,5.202999999999999,40.359,2.6910000000000003,1.124,4.407,3.5884,Regular yogurt,8.73,9.44,2
4.938,5.722,40.977,2.678,1.015,4.516,1.0682,Non fat yogurt,9.6,8.28,1
4.593,4.287,40.667,2.6630000000000003,1.107,4.584,3.9376,Regular yogurt,7.19,7.71,2
5.164,4.95,41.272,2.405,1.0070000000000001,4.562,1.6396,Low fat yogurt,8.3,8.66,0
4.973,5.57,41.908,2.585,1.064,4.584,3.298,Regular yogurt,9.34,8.34,2
5.981,4.788,40.533,2.472,1.1840000000000002,4.572,1.7665,Low fat yogurt,8.03,10.03,0
4.107,5.385,40.332,2.658,1.1420000000000001,4.448,1.6067,Low fat yogurt,9.03,6.89,0
4.397,5.375,41.166000000000004,2.576,0.958,4.59,2.1771,Low fat yogurt,9.02,7.38,0
5.8629999999999995,4.106,41.288999999999994,2.428,1.1840000000000002,4.583,1.9758,Low fat yogurt,6.89,9.84,0
4.226,5.672999999999999,40.287,2.6010000000000004,0.972,4.595,1.8834,Low fat yogurt,9.52,7.09,0
4.186,5.702000000000001,40.689,2.615,1.061,4.466,2.8613,Low fat yogurt,9.57,7.02,0
4.874,4.149,41.104,2.4819999999999998,0.9890000000000001,4.6,3.7716,Regular yogurt,6.96,8.18,2
5.986000000000001,5.693,41.138000000000005,2.536,1.069,4.493,1.0363,Non fat yogurt,9.55,10.04,1
4.979,4.998,41.836000000000006,2.467,0.9570000000000001,4.592,1.2315,Low fat yogurt,8.39,8.35,0
4.323,5.392,40.493,2.497,1.139,4.407,3.1599,Low fat yogurt,9.05,7.25,0
4.543,5.407,41.711999999999996,2.648,1.026,4.454,1.2303,Low fat yogurt,9.07,7.62,0
5.266,5.65,40.703,2.597,1.178,4.445,2.58,Low fat yogurt,9.48,8.83,0
4.1530000000000005,4.335,41.128,2.414,0.9790000000000001,4.575,3.1389,Low fat yogurt,7.27,6.97,0
5.797000000000001,5.678999999999999,41.464,2.4619999999999997,1.16,4.43,3.1013,Low fat yogurt,9.53,9.73,0
5.478,5.819,41.351000000000006,2.406,1.02,4.532,3.9262,Regular yogurt,9.76,9.19,2
4.1160000000000005,5.433,41.261,2.5660000000000003,1.093,4.591,2.2159999999999997,Low fat yogurt,9.12,6.91,0
5.0969999999999995,4.76,41.343999999999994,2.546,1.057,4.413,1.7846,Low fat yogurt,7.99,8.55,0
4.129,4.005,41.43600000000001,2.6310000000000002,1.17,4.524,2.2563,Low fat yogurt,6.72,6.93,0
5.671,4.876,40.596,2.6860000000000004,0.983,4.4510000000000005,2.8017,Low fat yogurt,8.18,9.51,0
5.511,5.037,40.173,2.628,1.06,4.473,2.3434,Low fat yogurt,8.45,9.25,0
4.926,4.417,40.921,2.5989999999999998,0.955,4.452,1.641,Low fat yogurt,7.41,8.26,0
4.452,4.335,40.166,2.65,0.953,4.5489999999999995,3.7615,Regular yogurt,7.27,7.47,2
4.2669999999999995,5.16,41.327,2.637,1.0390000000000001,4.599,3.4626,Regular yogurt,8.66,7.16,2
5.222,4.789,41.03,2.6439999999999997,0.958,4.572,3.0067,Low fat yogurt,8.03,8.76,0
4.113,4.686,40.718,2.636,1.072,4.425,3.9359,Regular yogurt,7.86,6.9,2
5.183,4.059,40.398,2.628,0.9540000000000001,4.4239999999999995,3.1169,Low fat yogurt,6.81,8.7,0
4.3069999999999995,4.926,40.245,2.45,1.078,4.583,2.3332,Low fat yogurt,8.26,7.23,0
5.189,5.006,41.629,2.592,1.013,4.457,1.9222,Low fat yogurt,8.4,8.71,0
5.3,5.1339999999999995,41.516999999999996,2.465,1.165,4.4030000000000005,1.5479,Low fat yogurt,8.61,8.89,0
5.974,4.495,41.628,2.5269999999999997,1.101,4.481,2.2887,Low fat yogurt,7.54,10.02,0
5.377999999999999,5.672999999999999,41.012,2.529,1.069,4.53,2.6384,Low fat yogurt,9.52,9.02,0
5.79,4.3069999999999995,41.232,2.605,1.161,4.6,2.0514,Low fat yogurt,7.23,9.71,0
5.952999999999999,4.6419999999999995,40.464,2.694,1.074,4.44,3.0915,Low fat yogurt,7.79,9.99,0
5.77,5.269,41.393,2.58,1.146,4.505,3.9993,Regular yogurt,8.84,9.68,2
4.114,5.575,40.274,2.605,1.135,4.5569999999999995,1.6344,Low fat yogurt,9.35,6.9,0
5.4,5.404,41.50899999999999,2.463,1.085,4.407,1.2441,Low fat yogurt,9.07,9.06,0
4.092,5.105,41.873000000000005,2.48,1.119,4.575,3.4948,Regular yogurt,8.56,6.87,2
4.504,5.629,41.876999999999995,2.519,1.147,4.599,2.0346,Low fat yogurt,9.44,7.56,0
4.422,5.195,41.931000000000004,2.676,1.156,4.535,3.2597,Regular yogurt,8.72,7.42,2
5.865,5.393,40.399,2.5780000000000003,1.014,4.5489999999999995,1.9784,Low fat yogurt,9.05,9.84,0
4.829,4.658,41.412,2.608,1.186,4.59,1.8334,Low fat yogurt,7.81,8.1,0
4.137,5.93,41.416000000000004,2.557,1.1340000000000001,4.476,3.3057,Regular yogurt,9.95,6.94,2
5.095,5.7170000000000005,41.669,2.62,1.167,4.476,3.2286,Low fat yogurt,9.59,8.55,0
4.2219999999999995,4.289,41.287,2.562,0.9590000000000001,4.562,1.9455,Low fat yogurt,7.2,7.08,0
4.956,5.381,40.296,2.496,1.016,4.477,1.8048,Low fat yogurt,9.03,8.31,0
4.712,4.712,41.205,2.479,1.176,4.596,2.4276,Low fat yogurt,7.91,7.91,0
5.779,5.072,41.70399999999999,2.622,1.064,4.571000000000001,2.7828,Low fat yogurt,8.51,9.7,0
5.153,5.27,41.346000000000004,2.636,1.062,4.454,3.6596,Regular yogurt,8.84,8.65,2
4.958,5.782,41.38399999999999,2.412,1.125,4.596,2.9075,Low fat yogurt,9.7,8.32,0
5.565,5.726,40.134,2.524,0.991,4.503,2.0751,Low fat yogurt,9.61,9.34,0
4.789,5.9270000000000005,40.796,2.461,1.182,4.5489999999999995,3.1293,Low fat yogurt,9.94,8.03,0
5.747000000000001,5.81,41.466,2.4730000000000003,1.145,4.417,1.5416,Low fat yogurt,9.75,9.64,0
4.412,4.274,40.604,2.472,1.071,4.484,1.5791,Low fat yogurt,7.17,7.4,0
5.973,5.086,41.803000000000004,2.576,1.171,4.505,1.6763,Low fat yogurt,8.53,10.02,0
5.207999999999999,5.597,41.316,2.456,1.117,4.593,3.3009,Regular yogurt,9.39,8.74,2
5.3,4.783,40.113,2.576,1.081,4.423,2.8323,Low fat yogurt,8.02,8.89,0
4.609,4.817,40.851,2.4459999999999997,1.157,4.534,1.012,Non fat yogurt,8.08,7.73,1
5.747000000000001,5.686,41.117,2.544,1.19,4.506,3.5722,Regular yogurt,9.54,9.64,2
4.596,5.801,40.609,2.4290000000000003,1.021,4.565,1.7252,Low fat yogurt,9.73,7.71,0
5.254,4.269,40.074,2.448,1.087,4.433,1.3827,Low fat yogurt,7.16,8.81,0
5.82,5.787999999999999,41.082,2.695,1.048,4.584,3.0791,Low fat yogurt,9.71,9.76,0
5.507999999999999,4.712,40.565,2.6039999999999996,1.082,4.455,1.2655,Low fat yogurt,7.91,9.24,0
4.665,5.65,40.211,2.416,1.1640000000000001,4.47,3.9184,Regular yogurt,9.48,7.83,2
5.832999999999999,4.633,41.576,2.639,1.189,4.438,1.2517,Low fat yogurt,7.77,9.79,0
5.906000000000001,5.11,41.465,2.42,0.9940000000000001,4.45,2.9371,Low fat yogurt,8.57,9.91,0
4.119,4.544,40.153,2.675,1.005,4.543,3.0185,Low fat yogurt,7.62,6.91,0
5.136,5.194,41.648,2.565,1.041,4.404,3.4968,Regular yogurt,8.71,8.62,2
4.989,4.795,40.719,2.42,1.107,4.534,2.4930000000000003,Low fat yogurt,8.04,8.37,0
4.633,4.519,40.21,2.6660000000000004,1.189,4.543,3.4913,Regular yogurt,7.58,7.77,2
4.89,4.158,41.22,2.552,1.037,4.58,1.3515,Low fat yogurt,6.98,8.2,0
5.854,5.04,40.536,2.487,0.9990000000000001,4.476,3.9008,Regular yogurt,8.46,9.82,2
4.553,5.755,40.543,2.572,1.071,4.52,1.8797,Low fat yogurt,9.66,7.64,0
5.599,4.412,40.748000000000005,2.403,1.137,4.471,2.3994,Low fat yogurt,7.4,9.39,0
5.938,4.303999999999999,40.366,2.484,1.043,4.508,2.9628,Low fat yogurt,7.22,9.96,0
5.352,4.355,40.596,2.6510000000000002,1.052,4.586,3.0999,Low fat yogurt,7.31,8.98,0
4.146,5.744,40.214,2.563,1.0859999999999999,4.476,2.199,Low fat yogurt,9.64,6.96,0
5.9479999999999995,5.521,40.569,2.6239999999999997,1.058,4.4030000000000005,2.283,Low fat yogurt,9.26,9.98,0
4.822,5.135,41.401,2.502,1.117,4.542,2.0961,Low fat yogurt,8.62,8.09,0
4.74,4.0889999999999995,41.11600000000001,2.51,1.0070000000000001,4.584,1.4689,Low fat yogurt,6.86,7.95,0
5.659,5.731,40.819,2.5069999999999997,1.09,4.544,3.3395,Regular yogurt,9.62,9.49,2
4.029,4.383,40.123000000000005,2.614,1.022,4.555,1.4014,Low fat yogurt,7.35,6.76,0
4.293,5.132000000000001,40.556,2.505,0.978,4.553999999999999,1.183,Low fat yogurt,8.61,7.2,0
4.282,5.008,40.409,2.4,1.141,4.5889999999999995,1.2741,Low fat yogurt,8.4,7.18,0
5.652,5.689,40.104,2.536,1.079,4.481,1.6695,Low fat yogurt,9.54,9.48,0
4.792,4.7139999999999995,40.894,2.627,1.14,4.563,1.1616,Low fat yogurt,7.91,8.04,0
4.346,4.997,41.775,2.642,1.1740000000000002,4.4719999999999995,3.9293,Regular yogurt,8.38,7.29,2
4.379,5.011,40.199,2.628,0.996,4.456,2.9130000000000003,Low fat yogurt,8.41,7.35,0
5.769,4.3839999999999995,41.125,2.419,1.081,4.584,1.3359999999999999,Low fat yogurt,7.36,9.68,0
5.795,5.792000000000001,40.105,2.699,1.158,4.405,1.2108,Low fat yogurt,9.72,9.72,0
